Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Sweden,10099270,4/26/21,938343,9.29
United States,331002647,4/4/21,30709125,9.28
Luxembourg,625976,3/16/21,58111,9.28
United States,331002647,4/3/21,30674153,9.27
Andorra,77265,12/9/20,7162,9.27
Bahrain,1701583,4/12/21,157729,9.27
Israel,8655541,3/7/21,801575,9.26
Luxembourg,625976,3/15/21,57926,9.25
United States,331002647,4/2/21,30611086,9.25
Slovenia,2078932,3/3/21,192266,9.25
Serbia,6804596,4/7/21,629388,9.25
San Marino,33938,2/8/21,3137,9.24
Israel,8655541,3/6/21,799727,9.24
United States,331002647,4/1/21,30541255,9.23
Sweden,10099270,4/22/21,932076,9.23
Andorra,77265,12/8/20,7127,9.22
Czechia,10708982,2/1/21,987329,9.22
Montenegro,628062,1/23/21,57929,9.22
San Marino,33938,2/6/21,3127,9.21
San Marino,33938,2/7/21,3127,9.21
Serbia,6804596,4/6/21,625773,9.2
United States,331002647,3/31/21,30462210,9.2
Israel,8655541,3/5/21,796465,9.2
Czechia,10708982,1/31/21,984774,9.2
Bahrain,1701583,4/11/21,156462,9.2
Estonia,1326539,4/30/21,122019,9.2
Slovenia,2078932,3/2/21,191056,9.19
Luxembourg,625976,3/12/21,57503,9.19
Luxembourg,625976,3/13/21,57503,9.19
Luxembourg,625976,3/14/21,57503,9.19
United States,331002647,3/30/21,30395171,9.18
San Marino,33938,2/4/21,3111,9.17
San Marino,33938,2/5/21,3111,9.17
Estonia,1326539,4/29/21,121657,9.17
Andorra,77265,12/7/20,7084,9.17
Israel,8655541,3/4/21,793407,9.17
Luxembourg,625976,3/11/21,57321,9.16
United States,331002647,3/29/21,30333922,9.16
Czechia,10708982,1/30/21,980714,9.16
Montenegro,628062,1/22/21,57482,9.15
Sweden,10099270,4/21/21,924340,9.15
Slovenia,2078932,3/1/21,190324,9.15
Slovenia,2078932,2/28/21,190081,9.14
United States,331002647,3/28/21,30264493,9.14
Estonia,1326539,4/28/21,121232,9.14
Bahrain,1701583,4/10/21,155402,9.13
United States,331002647,3/27/21,30221396,9.13
Serbia,6804596,4/5/21,621375,9.13
San Marino,33938,2/3/21,3094,9.12
Slovenia,2078932,2/27/21,189627,9.12
Andorra,77265,12/6/20,7050,9.12
Israel,8655541,3/3/21,789485,9.12
Luxembourg,625976,3/10/21,57056,9.11
United States,331002647,3/26/21,30158696,9.11
Estonia,1326539,4/27/21,120836,9.11
United States,331002647,3/25/21,30081375,9.09
Slovenia,2078932,2/26/21,188676,9.08
Serbia,6804596,4/4/21,617669,9.08
Sweden,10099270,4/20/21,916830,9.08
Lithuania,2722291,4/30/21,247269,9.08
Luxembourg,625976,3/9/21,56822,9.08
Montenegro,628062,1/21/21,56998,9.08
Czechia,10708982,1/29/21,972642,9.08
Estonia,1326539,4/26/21,120378,9.07
Bahrain,1701583,4/9/21,154280,9.07
Andorra,77265,12/5/20,7005,9.07
United States,331002647,3/24/21,30013910,9.07
Israel,8655541,3/2/21,785218,9.07
Estonia,1326539,4/25/21,120215,9.06
Estonia,1326539,4/24/21,120000,9.05
Luxembourg,625976,3/8/21,56677,9.05
United States,331002647,3/23/21,29926950,9.04
United States,331002647,3/22/21,29873347,9.03
Slovenia,2078932,2/25/21,187762,9.03
San Marino,33938,2/2/21,3066,9.03
Serbia,6804596,4/3/21,614365,9.03
Lithuania,2722291,4/29/21,245896,9.03
Estonia,1326539,4/23/21,119610,9.02
Czechia,10708982,1/28/21,964660,9.01
Israel,8655541,3/1/21,779958,9.01
Montenegro,628062,1/20/21,56579,9.01
United States,331002647,3/21/21,29821754,9.01
United States,331002647,3/20/21,29787986,9
Slovenia,2078932,2/24/21,187005,9
Andorra,77265,12/4/20,6955,9
Bahrain,1701583,4/8/21,153074,9
Estonia,1326539,4/22/21,119218,8.99
Luxembourg,625976,3/5/21,56296,8.99
Luxembourg,625976,3/6/21,56296,8.99
Luxembourg,625976,3/7/21,56296,8.99
Lithuania,2722291,4/28/21,244555,8.98
United States,331002647,3/19/21,29732612,8.98
Serbia,6804596,4/2/21,610232,8.97
United States,331002647,3/18/21,29670983,8.96
Luxembourg,625976,3/4/21,56110,8.96
Israel,8655541,2/28/21,775807,8.96
Montenegro,628062,1/19/21,56228,8.95
United States,331002647,3/17/21,29610445,8.95
Estonia,1326539,4/21/21,118789,8.95
Andorra,77265,12/3/20,6904,8.94
Slovenia,2078932,2/23/21,185916,8.94
United States,331002647,3/16/21,29551309,8.93
Israel,8655541,2/27/21,773335,8.93
Luxembourg,625976,3/3/21,55902,8.93
Bahrain,1701583,4/7/21,151931,8.93
Czechia,10708982,1/27/21,956155,8.93
Estonia,1326539,4/20/21,118317,8.92
Lithuania,2722291,4/27/21,242926,8.92
Israel,8655541,2/26/21,770780,8.91
United States,331002647,3/15/21,29497352,8.91
San Marino,33938,1/31/21,3025,8.91
San Marino,33938,2/1/21,3025,8.91
Sweden,10099270,4/16/21,900138,8.91
Sweden,10099270,4/17/21,900138,8.91
Sweden,10099270,4/18/21,900138,8.91
Sweden,10099270,4/19/21,900138,8.91
Serbia,6804596,4/1/21,605406,8.9
Slovenia,2078932,2/22/21,185014,8.9
Slovenia,2078932,2/21/21,184767,8.89
United States,331002647,3/14/21,29440686,8.89
Luxembourg,625976,3/2/21,55632,8.89
Netherlands,17134873,4/30/21,1522973,8.89
Montenegro,628062,1/18/21,55803,8.88
Lithuania,2722291,4/26/21,241872,8.88
United States,331002647,3/13/21,29402465,8.88
Estonia,1326539,4/19/21,117782,8.88
Israel,8655541,2/25/21,767726,8.87
United States,331002647,3/12/21,29349533,8.87
Slovenia,2078932,2/20/21,184352,8.87
Estonia,1326539,4/18/21,117554,8.86
Bahrain,1701583,4/6/21,150811,8.86
Andorra,77265,12/2/20,6842,8.86
Lithuania,2722291,4/25/21,241297,8.86
Luxembourg,625976,3/1/21,55480,8.86
United States,331002647,3/11/21,29288010,8.85
Sweden,10099270,4/15/21,892480,8.84
Lithuania,2722291,4/24/21,240522,8.84
Netherlands,17134873,4/29/21,1515165,8.84
Montenegro,628062,1/17/21,55493,8.84
Czechia,10708982,1/26/21,946946,8.84
United States,331002647,3/10/21,29225536,8.83
San Marino,33938,1/29/21,2996,8.83
San Marino,33938,1/30/21,2996,8.83
Serbia,6804596,3/31/21,600596,8.83
Slovenia,2078932,2/19/21,183396,8.82
Estonia,1326539,4/17/21,117011,8.82
Israel,8655541,2/24/21,763756,8.82
United States,331002647,3/9/21,29167616,8.81
Luxembourg,625976,2/26/21,55110,8.8
Luxembourg,625976,2/27/21,55110,8.8
Luxembourg,625976,2/28/21,55110,8.8
Estonia,1326539,4/16/21,116678,8.8
Bahrain,1701583,4/5/21,149791,8.8
Andorra,77265,12/1/20,6790,8.79
United States,331002647,3/8/21,29109974,8.79
Lithuania,2722291,4/23/21,239263,8.79
Netherlands,17134873,4/28/21,1506476,8.79
Israel,8655541,2/23/21,759572,8.78
Montenegro,628062,1/16/21,55136,8.78
Czechia,10708982,1/25/21,940004,8.78
United States,331002647,3/7/21,29064938,8.78
Slovenia,2078932,2/18/21,182484,8.78
Sweden,10099270,4/14/21,885385,8.77
United States,331002647,3/6/21,29023931,8.77
Luxembourg,625976,2/25/21,54871,8.77
Czechia,10708982,1/24/21,937617,8.76
Estonia,1326539,4/15/21,116200,8.76
Bahrain,1701583,4/4/21,148817,8.75
United States,331002647,3/5/21,28965728,8.75
San Marino,33938,1/28/21,2969,8.75
Serbia,6804596,3/30/21,595489,8.75
Slovenia,2078932,2/17/21,181606,8.74
Lithuania,2722291,4/22/21,237950,8.74
Netherlands,17134873,4/27/21,1497806,8.74
Luxembourg,625976,2/24/21,54678,8.73
Andorra,77265,11/30/20,6745,8.73
United States,331002647,3/4/21,28899277,8.73
Israel,8655541,2/22/21,754998,8.72
Czechia,10708982,1/23/21,933361,8.72
Estonia,1326539,4/14/21,115629,8.72
United States,331002647,3/3/21,28831226,8.71
Netherlands,17134873,4/26/21,1492437,8.71
Montenegro,628062,1/15/21,54730,8.71
Lithuania,2722291,4/21/21,236533,8.69
Andorra,77265,11/29/20,6712,8.69
United States,331002647,3/2/21,28764033,8.69
Slovenia,2078932,2/16/21,180520,8.68
Sweden,10099270,4/13/21,876506,8.68
Luxembourg,625976,2/23/21,54354,8.68
Estonia,1326539,4/13/21,115080,8.68
Bahrain,1701583,4/3/21,147770,8.68
United States,331002647,3/1/21,28706973,8.67
San Marino,33938,1/27/21,2941,8.67
Israel,8655541,2/21/21,750043,8.67
Netherlands,17134873,4/25/21,1486205,8.67
United States,331002647,2/28/21,28648744,8.66
Slovenia,2078932,2/15/21,179780,8.65
Lithuania,2722291,4/20/21,235383,8.65
Luxembourg,625976,2/22/21,54172,8.65
Montenegro,628062,1/14/21,54316,8.65
Czechia,10708982,1/22/21,924847,8.64
United States,331002647,2/27/21,28597387,8.64
Slovenia,2078932,2/14/21,179477,8.63
Netherlands,17134873,4/24/21,1478144,8.63
Estonia,1326539,4/12/21,114443,8.63
Slovenia,2078932,2/13/21,179148,8.62
United States,331002647,2/26/21,28532812,8.62
Estonia,1326539,4/11/21,114174,8.61
Bahrain,1701583,4/2/21,146454,8.61
United States,331002647,2/25/21,28455466,8.6
Serbia,6804596,3/28/21,585506,8.6
Serbia,6804596,3/29/21,585506,8.6
Lithuania,2722291,4/19/21,234232,8.6
Israel,8655541,2/19/21,744513,8.6
Israel,8655541,2/20/21,744513,8.6
Luxembourg,625976,2/19/21,53782,8.59
Luxembourg,625976,2/20/21,53782,8.59
Luxembourg,625976,2/21/21,53782,8.59
San Marino,33938,1/26/21,2915,8.59
Lithuania,2722291,4/18/21,233631,8.58
Netherlands,17134873,4/23/21,1470037,8.58
Montenegro,628062,1/13/21,53840,8.57
Israel,8655541,2/18/21,741934,8.57
Czechia,10708982,1/21/21,917359,8.57
Estonia,1326539,4/10/21,113736,8.57
United States,331002647,2/24/21,28377965,8.57
Slovenia,2078932,2/12/21,178133,8.57
Luxembourg,625976,2/18/21,53562,8.56
Lithuania,2722291,4/17/21,232829,8.55
Serbia,6804596,3/27/21,581617,8.55
United States,331002647,2/23/21,28303233,8.55
Andorra,77265,11/27/20,6610,8.55
Andorra,77265,11/28/20,6610,8.55
Bahrain,1701583,4/1/21,145380,8.54
Belgium,11589616,4/30/21,990229,8.54
Estonia,1326539,4/9/21,113098,8.53
Netherlands,17134873,4/22/21,1460753,8.53
Israel,8655541,2/17/21,738629,8.53
United States,331002647,2/22/21,28230970,8.53
Slovenia,2078932,2/11/21,177140,8.52
Luxembourg,625976,2/17/21,53329,8.52
Lithuania,2722291,4/16/21,231601,8.51
Belgium,11589616,4/29/21,986622,8.51
United States,331002647,2/21/21,28174750,8.51
San Marino,33938,1/25/21,2889,8.51
Sweden,10099270,4/10/21,857401,8.49
Sweden,10099270,4/11/21,857401,8.49
Sweden,10099270,4/12/21,857401,8.49
Sweden,10099270,4/9/21,857401,8.49
United States,331002647,2/20/21,28117670,8.49
Israel,8655541,2/16/21,734575,8.49
Montenegro,628062,1/12/21,53338,8.49
Bahrain,1701583,3/31/21,144445,8.49
Czechia,10708982,1/20/21,909131,8.49
Belgium,11589616,4/28/21,982959,8.48
Luxembourg,625976,2/16/21,53062,8.48
Lithuania,2722291,4/15/21,230462,8.47
Netherlands,17134873,4/21/21,1451071,8.47
United States,331002647,2/19/21,28046145,8.47
San Marino,33938,1/23/21,2874,8.47
San Marino,33938,1/24/21,2874,8.47
Estonia,1326539,4/8/21,112421,8.47
Andorra,77265,11/26/20,6534,8.46
Slovenia,2078932,2/10/21,175795,8.46
United States,331002647,2/18/21,27966848,8.45
Panama,4314768,4/30/21,364576,8.45
Luxembourg,625976,2/15/21,52923,8.45
Belgium,11589616,4/27/21,979034,8.45
Bahrain,1701583,3/30/21,143574,8.44
Panama,4314768,4/29/21,364218,8.44
Israel,8655541,2/15/21,730293,8.44
Panama,4314768,4/27/21,363533,8.43
Panama,4314768,4/28/21,363895,8.43
San Marino,33938,1/22/21,2861,8.43
United States,331002647,2/17/21,27896924,8.43
Panama,4314768,4/26/21,363165,8.42
Belgium,11589616,4/26/21,976088,8.42
Estonia,1326539,4/7/21,111664,8.42
Lithuania,2722291,4/14/21,229260,8.42
Netherlands,17134873,4/20/21,1442481,8.42
Montenegro,628062,1/11/21,52819,8.41
Panama,4314768,4/24/21,362696,8.41
Panama,4314768,4/25/21,362967,8.41
United States,331002647,2/16/21,27826806,8.41
Sweden,10099270,4/8/21,849629,8.41
Belgium,11589616,4/25/21,974418,8.41
Czechia,10708982,1/19/21,899503,8.4
Panama,4314768,4/23/21,362358,8.4
Serbia,6804596,3/25/21,571895,8.4
Serbia,6804596,3/26/21,571895,8.4
Slovenia,2078932,2/9/21,174364,8.39
Panama,4314768,4/22/21,361992,8.39
United States,331002647,2/15/21,27764087,8.39
Luxembourg,625976,2/12/21,52539,8.39
Luxembourg,625976,2/13/21,52539,8.39
Luxembourg,625976,2/14/21,52539,8.39
Belgium,11589616,4/24/21,972041,8.39
Bahrain,1701583,3/29/21,142669,8.38
Panama,4314768,4/21/21,361678,8.38
Netherlands,17134873,4/19/21,1435601,8.38
Lithuania,2722291,4/13/21,227889,8.37
Luxembourg,625976,2/11/21,52392,8.37
Israel,8655541,2/14/21,724380,8.37
Panama,4314768,4/19/21,361044,8.37
Panama,4314768,4/20/21,361319,8.37
United States,331002647,2/14/21,27709901,8.37
Slovenia,2078932,2/8/21,174000,8.37
Slovenia,2078932,2/7/21,173702,8.36
Panama,4314768,4/17/21,360597,8.36
Panama,4314768,4/18/21,360841,8.36
Panama,4314768,4/16/21,360249,8.35
San Marino,33938,1/21/21,2833,8.35
United States,331002647,2/13/21,27644880,8.35
Belgium,11589616,4/23/21,968107,8.35
Luxembourg,625976,2/10/21,52247,8.35
Montenegro,628062,1/10/21,52431,8.35
Netherlands,17134873,4/18/21,1428440,8.34
Israel,8655541,2/13/21,721846,8.34
Panama,4314768,4/15/21,359830,8.34
Sweden,10099270,4/7/21,841807,8.34
Bahrain,1701583,3/28/21,141845,8.34
Estonia,1326539,4/6/21,110680,8.34
France,68147687,4/30/21,5677835,8.33
Czechia,10708982,1/18/21,891852,8.33
Lithuania,2722291,4/12/21,226783,8.33
Panama,4314768,4/14/21,359516,8.33
United States,331002647,2/12/21,27557758,8.33
Serbia,6804596,3/24/21,566669,8.33
Slovenia,2078932,2/6/21,173201,8.33
Panama,4314768,4/12/21,358792,8.32
Panama,4314768,4/13/21,359121,8.32
Belgium,11589616,4/22/21,964526,8.32
Andorra,77265,11/25/20,6428,8.32
Panama,4314768,4/10/21,358377,8.31
Panama,4314768,4/11/21,358611,8.31
Lithuania,2722291,4/11/21,226173,8.31
Luxembourg,625976,2/9/21,52022,8.31
Israel,8655541,2/12/21,718746,8.3
Czechia,10708982,1/17/21,889159,8.3
France,68147687,4/29/21,5653533,8.3
Panama,4314768,4/9/21,358098,8.3
United States,331002647,2/11/21,27458120,8.3
Slovenia,2078932,2/5/21,172299,8.29
Panama,4314768,4/8/21,357704,8.29
San Marino,33938,1/20/21,2815,8.29
Luxembourg,625976,2/8/21,51879,8.29
Netherlands,17134873,4/17/21,1419871,8.29
Montenegro,628062,1/9/21,51999,8.28
Lithuania,2722291,4/10/21,225308,8.28
Panama,4314768,4/7/21,357277,8.28
Estonia,1326539,4/5/21,109781,8.28
Bahrain,1701583,3/27/21,140818,8.28
Belgium,11589616,4/21/21,960169,8.28
Panama,4314768,4/6/21,356913,8.27
Sweden,10099270,4/6/21,834993,8.27
Panama,4314768,4/4/21,356377,8.26
Panama,4314768,4/5/21,356556,8.26
United States,331002647,2/10/21,27352360,8.26
San Marino,33938,1/19/21,2803,8.26
Israel,8655541,2/11/21,714812,8.26
France,68147687,4/28/21,5626985,8.26
Estonia,1326539,4/4/21,109399,8.25
Czechia,10708982,1/16/21,883906,8.25
Serbia,6804596,3/23/21,561372,8.25
Panama,4314768,4/2/21,355850,8.25
Panama,4314768,4/3/21,356073,8.25
Panama,4314768,4/1/21,355499,8.24
Slovenia,2078932,2/4/21,171340,8.24
Belgium,11589616,4/20/21,955056,8.24
Netherlands,17134873,4/16/21,1411474,8.24
Lithuania,2722291,4/9/21,224309,8.24
Luxembourg,625976,2/5/21,51512,8.23
Luxembourg,625976,2/6/21,51512,8.23
Luxembourg,625976,2/7/21,51512,8.23
Panama,4314768,3/31/21,355051,8.23
United States,331002647,2/9/21,27257183,8.23
Panama,4314768,3/30/21,354604,8.22
Montenegro,628062,1/8/21,51596,8.22
Bahrain,1701583,3/26/21,139953,8.22
Andorra,77265,11/24/20,6351,8.22
Belgium,11589616,4/19/21,951626,8.21
Estonia,1326539,4/3/21,108937,8.21
France,68147687,4/27/21,5595403,8.21
Panama,4314768,3/29/21,354085,8.21
San Marino,33938,1/18/21,2787,8.21
United States,331002647,2/8/21,27161551,8.21
Panama,4314768,3/28/21,353839,8.2
Portugal,10196707,4/29/21,836033,8.2
Portugal,10196707,4/30/21,836493,8.2
Belgium,11589616,4/18/21,949996,8.2
Israel,8655541,2/10/21,709729,8.2
Lithuania,2722291,4/8/21,223127,8.2
Luxembourg,625976,2/4/21,51330,8.2
Portugal,10196707,4/26/21,834638,8.19
Portugal,10196707,4/27/21,834991,8.19
Portugal,10196707,4/28/21,835563,8.19
Panama,4314768,3/27/21,353497,8.19
San Marino,33938,1/16/21,2778,8.19
San Marino,33938,1/17/21,2778,8.19
Portugal,10196707,4/24/21,833964,8.18
Portugal,10196707,4/25/21,834442,8.18
United States,331002647,2/7/21,27071236,8.18
Panama,4314768,3/26/21,353017,8.18
Slovenia,2078932,2/3/21,170101,8.18
Netherlands,17134873,4/15/21,1402433,8.18
Bahrain,1701583,3/25/21,139124,8.18
Belgium,11589616,4/17/21,947000,8.17
Czechia,10708982,1/15/21,874605,8.17
Estonia,1326539,4/2/21,108418,8.17
France,68147687,4/26/21,5565080,8.17
Portugal,10196707,4/22/21,832891,8.17
Portugal,10196707,4/23/21,833397,8.17
Serbia,6804596,3/22/21,555897,8.17
Panama,4314768,3/25/21,352579,8.17
Luxembourg,625976,2/3/21,51128,8.17
Lithuania,2722291,4/7/21,222020,8.16
France,68147687,4/25/21,5559121,8.16
Andorra,77265,11/23/20,6304,8.16
Panama,4314768,3/24/21,352082,8.16
Portugal,10196707,4/20/21,831645,8.16
Portugal,10196707,4/21/21,832255,8.16
Portugal,10196707,4/17/21,830560,8.15
Portugal,10196707,4/18/21,831001,8.15
Portugal,10196707,4/19/21,831221,8.15
Panama,4314768,3/23/21,351667,8.15
San Marino,33938,1/15/21,2767,8.15
United States,331002647,2/6/21,26981588,8.15
Montenegro,628062,1/7/21,51160,8.15
Portugal,10196707,4/16/21,829911,8.14
Panama,4314768,3/22/21,351213,8.14
Belgium,11589616,4/16/21,943213,8.14
Bahrain,1701583,3/24/21,138283,8.13
Luxembourg,625976,2/2/21,50923,8.13
Netherlands,17134873,4/14/21,1393543,8.13
Israel,8655541,2/9/21,703719,8.13
Panama,4314768,3/20/21,350665,8.13
Panama,4314768,3/21/21,350991,8.13
Portugal,10196707,4/14/21,828857,8.13
Portugal,10196707,4/15/21,829358,8.13
Portugal,10196707,4/11/21,827494,8.12
Portugal,10196707,4/12/21,827765,8.12
Portugal,10196707,4/13/21,828173,8.12
United States,331002647,2/5/21,26877601,8.12
Panama,4314768,3/19/21,350220,8.12
France,68147687,4/24/21,5534656,8.12
Portugal,10196707,4/10/21,826928,8.11
Lithuania,2722291,4/6/21,220900,8.11
Luxembourg,625976,2/1/21,50733,8.1
Netherlands,17134873,4/13/21,1387961,8.1
Belgium,11589616,4/15/21,939309,8.1
Andorra,77265,11/22/20,6256,8.1
Portugal,10196707,4/8/21,825633,8.1
Portugal,10196707,4/9/21,826327,8.1
Panama,4314768,3/18/21,349505,8.1
Slovenia,2078932,2/2/21,168486,8.1
Serbia,6804596,3/21/21,551128,8.1
Panama,4314768,3/17/21,349020,8.09
Portugal,10196707,4/7/21,825031,8.09
Lithuania,2722291,4/5/21,220212,8.09
Estonia,1326539,4/1/21,107253,8.09
Croatia,4105268,4/30/21,332183,8.09
Czechia,10708982,1/14/21,866522,8.09
Bahrain,1701583,3/23/21,137550,8.08
Portugal,10196707,4/5/21,823494,8.08
Portugal,10196707,4/6/21,824368,8.08
Panama,4314768,3/16/21,348580,8.08
United States,331002647,2/4/21,26743204,8.08
Portugal,10196707,4/2/21,822862,8.07
Portugal,10196707,4/3/21,823142,8.07
Portugal,10196707,4/4/21,823335,8.07
Panama,4314768,3/15/21,348155,8.07
Belgium,11589616,4/14/21,935316,8.07
France,68147687,4/23/21,5502014,8.07
Lithuania,2722291,4/4/21,219607,8.07
Montenegro,628062,1/6/21,50697,8.07
Hungary,9660350,4/30/21,779348,8.07
Netherlands,17134873,4/12/21,1381182,8.06
Panama,4314768,3/13/21,347641,8.06
Panama,4314768,3/14/21,347919,8.06
San Marino,33938,1/14/21,2737,8.06
Portugal,10196707,3/31/21,821722,8.06
Portugal,10196707,4/1/21,822314,8.06
Portugal,10196707,3/28/21,820407,8.05
Portugal,10196707,3/29/21,820716,8.05
Portugal,10196707,3/30/21,821104,8.05
Panama,4314768,3/12/21,347226,8.05
Sweden,10099270,4/1/21,813191,8.05
Sweden,10099270,4/2/21,813191,8.05
Sweden,10099270,4/3/21,813191,8.05
Sweden,10099270,4/4/21,813191,8.05
Sweden,10099270,4/5/21,813191,8.05
Luxembourg,625976,1/29/21,50388,8.05
Luxembourg,625976,1/30/21,50388,8.05
Luxembourg,625976,1/31/21,50388,8.05
Israel,8655541,2/8/21,696528,8.05
Lithuania,2722291,4/3/21,218878,8.04
Hungary,9660350,4/29/21,776983,8.04
Panama,4314768,3/11/21,346775,8.04
United States,331002647,2/3/21,26619229,8.04
Portugal,10196707,3/26/21,819698,8.04
Portugal,10196707,3/27/21,820042,8.04
Serbia,6804596,3/20/21,546896,8.04
Croatia,4105268,4/29/21,330176,8.04
Bahrain,1701583,3/22/21,136741,8.04
Belgium,11589616,4/13/21,930603,8.03
France,68147687,4/22/21,5469674,8.03
Andorra,77265,11/21/20,6207,8.03
Panama,4314768,3/10/21,346301,8.03
Portugal,10196707,3/24/21,818787,8.03
Portugal,10196707,3/25/21,819210,8.03
Slovenia,2078932,2/1/21,166836,8.03
San Marino,33938,1/13/21,2723,8.02
Portugal,10196707,3/21/21,817530,8.02
Portugal,10196707,3/22/21,817778,8.02
Portugal,10196707,3/23/21,818212,8.02
Hungary,9660350,4/28/21,774399,8.02
Netherlands,17134873,4/11/21,1374451,8.02
Luxembourg,625976,1/28/21,50228,8.02
Estonia,1326539,3/31/21,106424,8.02
Portugal,10196707,3/19/21,816623,8.01
Portugal,10196707,3/20/21,817080,8.01
Slovenia,2078932,1/31/21,166473,8.01
United States,331002647,2/2/21,26497588,8.01
Panama,4314768,3/9/21,345759,8.01
Panama,4314768,3/8/21,345236,8
Portugal,10196707,3/17/21,815570,8
Portugal,10196707,3/18/21,816055,8
Belgium,11589616,4/12/21,927229,8
Lithuania,2722291,4/2/21,217865,8
Luxembourg,625976,1/27/21,50089,8
Hungary,9660350,4/27/21,772707,8
Israel,8655541,2/7/21,692101,8
Hungary,9660350,4/26/21,771454,7.99
Portugal,10196707,3/14/21,814257,7.99
Portugal,10196707,3/15/21,814513,7.99
Portugal,10196707,3/16/21,814897,7.99
Panama,4314768,3/7/21,344834,7.99
Bahrain,1701583,3/21/21,135982,7.99
Belgium,11589616,4/11/21,925476,7.99
Czechia,10708982,1/13/21,855600,7.99
Croatia,4105268,4/28/21,327737,7.98
France,68147687,4/21/21,5436229,7.98
Panama,4314768,3/6/21,344477,7.98
Portugal,10196707,3/13/21,813716,7.98
Slovenia,2078932,1/30/21,165887,7.98
Portugal,10196707,3/11/21,812575,7.97
Portugal,10196707,3/12/21,813152,7.97
Sweden,10099270,3/31/21,804886,7.97
Panama,4314768,3/5/21,343743,7.97
United States,331002647,2/1/21,26382255,7.97
San Marino,33938,1/12/21,2706,7.97
Serbia,6804596,3/19/21,542209,7.97
